ID,PARENT_ID,GS_CODE,DESCRIPTION
2050898,2050813,60010316,"Initial Installation of Flooring, Carpet Using Only Two-Sided Tape - Materials Charge, under a TIME and MATERIALS CONTRACT - performed on New Residential Property only, where Contractor is NOT a retailer. Title to materials passes AFTER installation."
2050899,2050813,60010317,"Initial Installation of Flooring, Carpet Using Only Two-Sided Tape - Labor Charge, under a TIME and MATERIALS CONTRACT - performed on New Residential Property only, where Contractor is NOT a retailer."
2050900,2050813,60010318,"Initial Installation of Flooring, Carpet Using Only Two-Sided Tape - Lump Sum Charge for Labor and Materials, under a LUMP SUM CONTRACT - performed on New Residential Property only, where Contractor is NOT a retailer."
2051024,2050813,60010319,"Initial Installation of Sinks - Materials Charge, under a TIME and MATERIALS CONTRACT - performed on New Residential Property only, where Contractor is NOT a retailer. Title to materials passes AFTER installation."
2051025,2050813,60010320,"Initial Installation of Sinks - Labor Charge, under a TIME and MATERIALS CONTRACT - performed on New Residential Property only, where Contractor is NOT a retailer."
2051026,2050813,60010321,"Initial Installation of Sinks - Lump Sum Charge for Labor and Materials, under a LUMP SUM CONTRACT - performed on New Residential Property only, where Contractor is NOT a retailer."
2051027,2050813,60010322,"Initial Installation of Custom-Fit Window Coverings: Shades or Sheers, where the item is fabricated by a third-party manufacturer that is not the seller - Materials Charge, under a TIME and MATERIALS CONTRACT - performed on New Residential Property only, where Contractor is NOT a retailer. Title to materials passes AFTER installation."
2051028,2050813,60010323,"Initial Installation of Custom-Fit Window Coverings: Shades or Sheers, where the item is fabricated by a third-party manufacturer that is not the seller - Labor Charge, under a TIME and MATERIALS CONTRACT - performed on New Residential Property only, where Contractor is NOT a retailer."
2051029,2050813,60010324,"Initial Installation of Custom-Fit Window Coverings: Shades or Sheers, where the item is fabricated by a third-party manufacturer that is not the seller - Lump Sum Charge for Labor and Materials, under a LUMP SUM CONTRACT - performed on New Residential Property only, where Contractor is NOT a retailer."
2051030,2050813,60010325,"Initial Installation of Custom-Fit Window Coverings: Interior Shutters, where the item is fabricated by a third-party manufacturer that is not the seller - Materials Charge, under a TIME and MATERIALS CONTRACT - performed on New Residential Property only, where Contractor is NOT a retailer. Title to materials passes AFTER installation."
2051031,2050813,60010326,"Initial Installation of Custom-Fit Window Coverings: Interior Shutters, where the item is fabricated by a third-party manufacturer that is not the seller - Labor Charge, under a TIME and MATERIALS CONTRACT - performed on New Residential Property only, where Contractor is NOT a retailer."
2051032,2050813,60010327,"Initial Installation of Custom-Fit Window Coverings: Interior Shutters, where the item is fabricated by a third-party manufacturer that is not the seller - Lump Sum Charge for Labor and Materials, under a LUMP SUM CONTRACT - performed on New Residential Property only, where Contractor is NOT a retailer."
2051033,2050813,60010328,"Initial Installation of Custom-Fit Window Coverings: Blinds (except venetian blinds) or Arches, where the item is fabricated by a third-party manufacturer that is not the seller - Materials Charge, under a TIME and MATERIALS CONTRACT - performed on New Residential Property only, where Contractor is NOT a retailer. Title to materials passes AFTER installation."
2051034,2050813,60010329,"Initial Installation of Custom-Fit Window Coverings: Blinds (except venetian blinds) or Arches, where the item is fabricated by a third-party manufacturer that is not the seller - Labor Charge, under a TIME and MATERIALS CONTRACT - performed on New Residential Property only, where Contractor is NOT a retailer."
2051035,2050813,60010330,"Initial Installation of Custom-Fit Window Coverings: Blinds (except venetian blinds) or Arches, where the item is fabricated by a third-party manufacturer that is not the seller - Lump Sum Charge for Labor and Materials, under a LUMP SUM CONTRACT - performed on New Residential Property only, where Contractor is NOT a retailer."
2051036,2050813,60010331,"Initial Installation of Custom-Fit Window Coverings: Venetian Blinds, where the item is fabricated by a third-party manufacturer that is not the seller - Materials Charge, under a TIME and MATERIALS CONTRACT - performed on New Residential Property only, where Contractor is NOT a retailer. Title to materials passes AFTER installation."
2051037,2050813,60010332,"Initial Installation of Custom-Fit Window Coverings: Venetian Blinds, where the item is fabricated by a third-party manufacturer that is not the seller - Labor Charge, under a TIME and MATERIALS CONTRACT - performed on New Residential Property only, where Contractor is NOT a retailer."
2051038,2050813,60010333,"Initial Installation of Custom-Fit Window Coverings: Venetian Blinds, where the item is fabricated by a third-party manufacturer that is not the seller - Lump Sum Charge for Labor and Materials, under a LUMP SUM CONTRACT - performed on New Residential Property only, where Contractor is NOT a retailer."
2051272,2050813,60010334,"Initial Installation of Prefabricated Cabinets (not a ""fixture"" in California) - Materials Charge, under a TIME and MATERIALS CONTRACT - performed on New Residential Property only, where Contractor is NOT a retailer. Title to materials passes AFTER installation."
2051273,2050813,60010335,"Initial Installation of Prefabricated Cabinets (not a ""fixture"" in California) - Labor Charge, under a TIME and MATERIALS CONTRACT - performed on New Residential Property only, where Contractor is NOT a retailer."
2051274,2050813,60010336,"Initial Installation of Prefabricated Cabinets (not a ""fixture"" in California) - Lump Sum Charge for Labor and Materials, under a LUMP SUM CONTRACT - performed on New Residential Property only, where Contractor is NOT a retailer."
2051275,2050813,60010337,"Initial Installation of Countertops (except tile) - Materials Charge, under a TIME and MATERIALS CONTRACT - performed on New Residential Property only, where Contractor is NOT a retailer. Title to materials passes AFTER installation."
2051276,2050813,60010338,"Initial Installation of Countertops (except tile) - Labor Charge, under a TIME and MATERIALS CONTRACT - performed on New Residential Property only, where Contractor is NOT a retailer."
2051277,2050813,60010339,"Initial Installation of Countertops (except tile) - Lump Sum Charge for Labor and Materials, under a LUMP SUM CONTRACT - performed on New Residential Property only, where Contractor is NOT a retailer."
2051278,2050813,60010340,"Initial Installation of Tile Kitchen or Bathroom Countertops - Materials Charge, under a TIME and MATERIALS CONTRACT - performed on New Residential Property only, where Contractor is NOT a retailer. Title to materials passes AFTER installation."
2051279,2050813,60010341,"Initial Installation of Tile Non-Kitchen/Non-Bathroom Countertops - Materials Charge, under a TIME and MATERIALS CONTRACT - performed on New Residential Property only, where Contractor is NOT a retailer. Title to materials passes AFTER installation."
2051280,2050813,60010342,"Initial Installation of Tile Kitchen or Bathroom Countertops - Labor Charge, under a TIME and MATERIALS CONTRACT - performed on New Residential Property only, where Contractor is NOT a retailer."
2051281,2050813,60010343,"Initial Installation of Tile Non-Kitchen/Non-Bathroom Countertops - Labor Charge, under a TIME and MATERIALS CONTRACT - performed on New Residential Property only, where Contractor is NOT a retailer."
2051282,2050813,60010344,"Initial Installation of Tile Kitchen or Bathroom Countertops - Lump Sum Charge for Labor and Materials, under a LUMP SUM CONTRACT - performed on New Residential Property only, where Contractor is NOT a retailer."
2051283,2050813,60010345,"Initial Installation of Tile Non-Kitchen/Non-Bathroom Countertops - Lump Sum Charge for Labor and Materials, under a LUMP SUM CONTRACT - performed on New Residential Property only, where Contractor is NOT a retailer."
2050823,2050792,600104,Existing Residential Property
2050824,2050823,60010401,"Initial Installation of Flooring, Vinyl (All Types) or Tile (All Types Except Ceramic) - Materials Charge, under a TIME and MATERIALS CONTRACT - performed on Existing Residential Property only, where Contractor is NOT a retailer. Title to materials passes AFTER installation."
2050825,2050823,60010402,"Initial Installation of Flooring, Vinyl (All Types) or Tile (All Types Except Ceramic) - Labor Charge, under a TIME and MATERIALS CONTRACT - performed on Existing Residential Property only, where Contractor is NOT a retailer."
2050826,2050823,60010403,"Initial Installation of Flooring, Vinyl (All Types) or Tile (All Types Except Ceramic) - Lump Sum Charge for Labor and Materials, under a LUMP SUM CONTRACT - performed on Existing Residential Property only, where Contractor is NOT a retailer."
2050827,2050823,60010404,"Initial Installation of Flooring, Ceramic Tile, Marble or Mosaic - Materials Charge, under a TIME and MATERIALS CONTRACT - performed on Existing Residential Property only, where Contractor is NOT a retailer. Title to materials passes AFTER installation."
2050828,2050823,60010405,"Initial Installation of Flooring, Ceramic Tile, Marble or Mosaic - Labor Charge, under a TIME and MATERIALS CONTRACT - performed on Existing Residential Property only, where Contractor is NOT a retailer."
2050829,2050823,60010406,"Initial Installation of Flooring, Ceramic Tile, Marble or Mosaic - Lump Sum Charge for Labor and Materials, under a LUMP SUM CONTRACT - performed on Existing Residential Property only, where Contractor is NOT a retailer."
